,DFC_126_2_Acetyl_norm_log2_ro,DFC_127N_2_Acetyl_norm_log2_ro,DKO_127C_2_Acetyl_norm_log2_ro,DKO_128N_2_Acetyl_norm_log2_ro,DKO_128C_2_Acetyl_norm_log2_ro,S3FL_129N_2_Acetyl_norm_log2_ro,S3FL_129C_2_Acetyl_norm_log2_ro,S3KO_130N_2_Acetyl_norm_log2_ro,S3KO_130C_2_Acetyl_norm_log2_ro,S3KO_131_2_Acetyl_norm_log2_ro
0,-1.02024645201489,-0.3724818482593406,1.0158740871975875,1.3008220145661964,1.238224720280856,-1.448225667247787,-0.8244770613648522,0.02445219136679677,0.10802094007934082,-0.021962924603911027
1,1.1977935009035652,0.4661765835474041,-0.27559926300121473,0.1238031510169737,0.14368845934294017,0.4139599754277046,-1.3232315218543724,-0.26388670062908703,-0.06146793489951907,-0.42123624985438557
2,-0.07314238539330464,-0.06581927637013285,-0.016426210348976067,0.2675916451608469,0.05107081854048223,0.005399579591832904,-1.1849370221745579,0.36359565346057243,0.6025402952152539,0.05012690231799244
3,0.6619386020584219,0.4211467250835388,-0.10635843461750394,0.3675345235052716,0.2944329441092619,0.11034313899462367,-1.3649023682283232,-0.4806442535611286,0.6696517810923064,-0.573142658436459
4,0.7532397710646395,0.6931377920740172,-0.001591198010845396,1.0223359275301345,-0.4548205134667995,-0.38943249408939007,-0.41080301438289535,-0.20825204794971786,-0.41061287613355546,-0.5932013466355768
5,-0.11686281177160751,-0.0076265608092311865,-0.07752316652322744,0.4126582181880707,-0.07636459407698215,-0.07705448128396952,-0.3854615282617315,0.23449937966367163,0.22386075361793978,-0.13012520874292033
6,-0.24732489449861017,0.11841338192862594,-0.11426533167863084,0.46847881746465436,-0.07243073646536669,-0.04561044707783424,-0.37023007931573026,-0.008053125097874592,0.19514737732970833,0.07587503741106172
7,-0.032461760083806634,0.24544256382650698,-0.07967795872549566,0.5606594321046301,-0.14703541573713652,0.1049738939548992,-0.4412381346221914,0.3253249373752487,0.5307461912663394,-1.0667337493589897
8,0.7377327777372615,0.7598269845875434,-0.3918813741626481,1.0860731252364788,-0.4269359569946314,-0.5429965238346792,-0.5096232291450633,-0.06761691059559993,-0.20384959734452135,-0.4407292954841333
9,-0.1514152960472308,0.7586382140286814,0.5311590471845826,0.8708185806317728,0.38531604384929175,-1.194551887650346,0.4153552856898455,-0.7111664383962024,0.09215637192354276,-0.996309921213929
10,-0.1263295673656799,0.04235652959637992,-0.1690068864062111,0.35309441384810647,0.03685268852154966,-0.031693626260241636,-0.5777423524385066,0.26775756740549195,0.3407664914314612,-0.13605525833234822
11,0.3469654381088434,0.5665029322178379,-0.09633951539534014,0.96385115413241,-0.3713318651859421,-0.42363926953883446,-0.547822984555637,0.09012718102646478,-0.2919846739915686,-0.23632839681823636
12,0.005763209551767012,0.0429641076138374,-0.1260162395770017,0.47146116834185037,0.20383699314615278,-0.33870812031896325,-0.4372414665957107,0.27703317992976917,0.19414564748067065,-0.29323847957236726
13,0.3641011117155246,0.37388655219719524,0.6856777953813835,0.196817796772927,0.8520039204711263,-0.47443596359932005,-0.9808185647497636,-0.1472567540616998,-0.5606798019372605,-0.30929609219010734
14,0.026625231590150733,-0.015348568535765494,-0.08226690152842231,0.49904939951148997,0.024818635526186128,-0.21303883808101975,-0.49129472307758526,0.0916270137911992,0.2836765707088649,-0.12384781990510518
15,-0.14160108809085514,-0.11466694506311992,-0.11980434255149763,0.3674558393091072,-0.09568402330652592,-0.10990092393799333,-0.5807435900949223,0.4632011378366183,0.4556459595350626,-0.12390202363587477
16,1.2317041918110698,1.3348623438065443,-0.3301097652559495,1.3343108017979066,-1.0396418014351823,-0.36070131388304905,-0.28288902721438447,-0.4475844802070288,-0.8916004483539623,-0.5483505010659595
17,0.9401692797475816,0.6299713954061721,-0.0718470194650096,1.446578838742688,-1.560872722987821,-0.872764298489112,0.30674450993238134,-0.5141971133537879,-0.4657618051975114,0.16197893566442545
18,-0.05478603864463771,0.03036257544247878,-0.1065157003134054,0.49208452248804235,0.12233117015889405,-0.2515758382966782,-0.5633025648068308,0.05590779684964531,0.2972977940920458,-0.021803716969551523
19,-0.019599103396641837,0.042558623017864505,-0.5909349700519781,0.2236630611566408,-0.17168106278815287,-0.08175600132124661,-0.40082591720983984,0.3744341602727559,0.5051440260493765,0.11899718427121986
20,1.2360343155025393,1.03156837067595,0.233481996087765,1.530497192126461,0.2843309037575721,-0.43564541038079585,0.5047013577022752,0.9218938480698662,-4.0128756012308795,-1.2939869723107467
21,-0.7481587990880958,-1.069003927629014,-0.22570236803322397,0.8145887440568225,0.21408314230940562,0.5948257661236438,-1.402047671463012,0.6682961487115309,1.180662251211757,-0.02754328619981017
22,-0.13499071555733844,0.37423915445943035,-0.586969809783799,0.30340788183245593,0.3082465232505207,-0.16183648474211942,-0.53636305401246,0.38044265356559226,0.4219252010801018,-0.3681013500923771
23,-0.15958811564788977,0.1311729009685303,-0.22209418531417402,0.4935578476127649,0.0562279023343395,-0.32301894096871653,-0.3939003291287948,0.3140837435405892,0.1439073699749418,-0.04034819337159323
24,0.257307408002422,0.37078894984015687,-0.3964181118640564,0.6299387177571774,-0.32180430102601054,-0.544199116907433,-0.4499375951044504,0.3768190376784988,0.2556033865703009,-0.17809837494660208
25,-0.020550365407962623,-0.048847653314597395,-0.10590601593035576,0.36209569275425313,0.24684567525544487,-0.1229323207233346,-0.5077455292307143,-0.005977320931505936,0.2818415058748913,-0.07882366834611876
26,0.31145532652878805,-1.1122006075959057,0.08465979008962377,0.7601866093820497,0.19171996575967976,0.1619583070363353,0.0652244230671184,-1.135297882462707,0.3406629469190481,0.33163112127598104
27,-0.2657062594886499,-0.20501969196644154,-0.04458270253078611,0.17231734893511375,-0.058828823082863746,0.2684686139134089,-0.7754485716123605,0.5205617401273597,0.3334635272591222,0.05477481844611054
28,0.013880079703380233,0.08890522942680867,-0.15810779220478466,0.527245788786793,-0.15484934599685474,0.012323935642992723,-0.46973476936463143,-0.00748877220787314,0.21784712661135508,-0.07002148039718392
29,1.426901551433478,1.1623659090810885,-0.05650374154907256,1.1789342064091417,-1.507778933686304,-0.41049221879291053,-0.2363608741512082,-0.11635327101929782,-1.1572221509375282,-0.28349047678738426
30,-0.38487088115485646,0.023075653024731135,0.49138269636025456,0.7293294477227485,0.7090833038578737,-0.6527247498434323,0.14160699463418602,-0.45440001275308184,-0.37751212910737353,-0.22497032274105022
31,0.46773652455278647,0.6198850300907743,-0.1755653816019196,0.7390690867909777,-0.1851554343831463,-0.32683141999188425,-0.4130147806071811,-0.12947418327657356,-0.24590703801467395,-0.3507424035591571
32,0.25383609844876975,0.37865111940906626,-0.20631294366881203,0.7727207736902884,-0.10597812952658359,-0.0869882456830604,-0.5240626015979375,0.049855392457106795,0.002101903289929652,-0.5338233668187629
33,-0.1608937431020392,0.0022919446209002103,-0.0595368325403447,0.5067967229261265,-0.044193563075302755,-0.028119466433196294,-0.5102446574636623,0.11652521885711664,0.19191521848811455,-0.014540842277701138
34,0.07390656469884593,0.3042044020016128,0.28817624055030766,0.8406079288707868,0.06665390209588562,-0.33282390773375514,-0.007306180282743213,-0.5154037607355955,-0.0016513571026282037,-0.716363832362716
35,-0.6173259256626706,0.7102971378641505,0.252962732454983,0.8795799512664626,0.1842688278805289,0.2965533739059514,-1.3889098407073415,0.06471391962999062,0.6456443086132881,-1.02778448524534
36,0.04935788753130943,0.004368780258031002,-0.06446069220414063,0.3997211982659916,-0.04581493119884428,-0.13457977729017223,-0.8373185775424323,0.41764902142514426,0.3411810735605538,-0.13010398280543178
37,-0.12333164259577334,0.07186746275375455,-0.20286050894419905,0.526262318675963,0.10597056544457839,-0.12499859329431118,-0.3646533845161537,0.08541852858179766,0.12516810887185237,-0.09884285497749712
38,0.11693299015356828,-0.08591155845415788,-0.05510984943509767,-0.24994774972607603,0.3208068606526391,0.18675773803759688,-0.5295256767458598,0.2296071897760923,0.25992658282901004,-0.19353652708770985
39,0.371458063631823,-0.2503641761494295,0.10389292139036144,0.06976149251231689,0.08658049779050003,-0.10329891144573988,-0.7557848036127597,0.12069596046271602,0.05288793829154237,0.30417101712867733
40,0.15091013778398654,-0.13066706861765542,-0.20137856075626726,0.37807861119306274,-0.004440655773588098,-0.06345283264680734,-0.5131505396482208,0.2424067822281275,0.2542869094560096,-0.11259278321863775
41,-0.1437157149490167,0.5581592330101479,-0.30858350224497944,0.47212555373950327,-0.4806817919387947,-0.15828315435536133,-0.35342074238557286,0.08443570209344253,0.20196557023649708,0.12799884679414086
42,0.21001014004520258,0.06231391382088258,-0.3750303132595558,0.5839628117714781,0.13365580662236365,-0.24893876022212957,-0.5367115198972456,-0.04161579753419886,0.17896849129452086,0.03338522735868921
43,0.7401081584188192,0.6643755277144323,0.5982015195661683,-0.4887723474147496,0.5788844094666681,-1.1489283989036658,-0.3392650006700566,-0.6066492605959541,0.5857158404696903,-0.5836704480513486
44,0.8566017371617725,0.9833619703561287,-0.2192312360187305,0.9787166179261386,0.18156014270803533,-0.824228305067576,-1.2709046600937521,-1.0506236206534085,0.8198133855248737,-0.4550660318434794
45,0.4282512042692517,0.5267067467996993,0.08118008575253999,0.9752306148129675,-0.053941556145304936,-0.6133491938341091,-0.6950845650128299,-0.12485633010684705,-0.2806863009141498,-0.24345070562122295
46,0.0856803798034882,-0.19582245128993314,-0.009566849054296611,0.5737763453427078,0.10700009701768032,-0.07141482600007176,-0.6982292722739132,0.3008375370272631,0.4001831651347132,-0.4924441257076273
47,-0.061274236409491145,-0.137006867113878,-0.08160675613286905,0.571655808941073,-0.060211005001761464,-0.10731990728900342,-0.471534102123206,0.1835467448264394,0.2830434923452039,-0.11929317204249568
